date,sku,category,unit_price,units_sold,revenue
2025-03-02,Canvas Tote,Accessories,44.00,2,88.00
2025-03-02,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-02,Cotton Tee - Cream,Tops,28.00,7,196.00
2025-03-02,Floral Maxi Dress,Dresses,142.00,6,852.00
2025-03-02,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-03-02,High-Waist Jeans,Bottoms,118.00,6,708.00
2025-03-02,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-03-02,Linen Blouse - Black,Tops,58.00,4,232.00
2025-03-02,Linen Blouse - White,Tops,58.00,6,348.00
2025-03-02,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-02,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-02,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-02,Silk Scarf,Accessories,38.00,4,152.00
2025-03-02,Slip Dress - Black,Dresses,124.00,4,496.00
2025-03-02,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-02,Vintage Denim Jacket,Outerwear,145.00,2,290.00
2025-03-02,White Sneakers,Shoes,128.00,1,128.00
2025-03-02,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-02,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-02,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-02,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-03,Canvas Tote,Accessories,44.00,3,132.00
2025-03-03,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-03,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-03,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-03,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-03,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-03,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-03,Silk Scarf,Accessories,38.00,1,38.00
2025-03-03,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-03,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-04,Canvas Tote,Accessories,44.00,2,88.00
2025-03-04,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-03-04,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-04,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-04,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-04,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-04,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-04,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-04,Silk Scarf,Accessories,38.00,2,76.00
2025-03-04,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-04,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-04,White Sneakers,Shoes,128.00,1,128.00
2025-03-04,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-04,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-04,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-05,Canvas Tote,Accessories,44.00,1,44.00
2025-03-05,Cotton Tee - Cream,Tops,28.00,6,168.00
2025-03-05,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-03-05,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-05,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-05,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-05,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-05,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-05,Silk Scarf,Accessories,38.00,1,38.00
2025-03-05,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-05,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-05,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-06,Canvas Tote,Accessories,44.00,5,220.00
2025-03-06,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-06,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-06,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-06,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-06,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-03-06,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-06,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-06,Linen Blouse - White,Tops,58.00,3,174.00
2025-03-06,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-06,Midi Skirt - Floral,Bottoms,74.00,2,148.00
2025-03-06,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-06,Silk Scarf,Accessories,38.00,3,114.00
2025-03-06,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-06,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-06,White Sneakers,Shoes,128.00,2,256.00
2025-03-06,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-06,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-06,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-07,Canvas Tote,Accessories,44.00,1,44.00
2025-03-07,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-07,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-07,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-07,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-07,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-07,Silk Scarf,Accessories,38.00,1,38.00
2025-03-07,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-07,White Sneakers,Shoes,128.00,1,128.00
2025-03-07,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-07,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-07,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-08,Canvas Tote,Accessories,44.00,4,176.00
2025-03-08,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-08,Cotton Tee - Cream,Tops,28.00,7,196.00
2025-03-08,Floral Maxi Dress,Dresses,142.00,5,710.00
2025-03-08,Gold Hoop Earrings,Accessories,32.00,4,128.00
2025-03-08,High-Waist Jeans,Bottoms,118.00,5,590.00
2025-03-08,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-08,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-08,Linen Blouse - Black,Tops,58.00,3,174.00
2025-03-08,Linen Blouse - White,Tops,58.00,7,406.00
2025-03-08,Linen Shorts,Bottoms,52.00,4,208.00
2025-03-08,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-08,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-08,Silk Scarf,Accessories,38.00,3,114.00
2025-03-08,Slip Dress - Black,Dresses,124.00,3,372.00
2025-03-08,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-08,Trench Coat,Outerwear,220.00,1,220.00
2025-03-08,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-08,White Sneakers,Shoes,128.00,2,256.00
2025-03-08,Wide-Brim Straw Hat,Accessories,48.00,2,96.00
2025-03-08,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-08,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-08,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-08,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-03-09,Canvas Tote,Accessories,44.00,6,264.00
2025-03-09,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-09,Cotton Tee - Cream,Tops,28.00,9,252.00
2025-03-09,Floral Maxi Dress,Dresses,142.00,3,426.00
2025-03-09,Gold Hoop Earrings,Accessories,32.00,4,128.00
2025-03-09,High-Waist Jeans,Bottoms,118.00,5,590.00
2025-03-09,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-09,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-09,Linen Blouse - Black,Tops,58.00,6,348.00
2025-03-09,Linen Blouse - White,Tops,58.00,9,522.00
2025-03-09,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-09,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-09,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-09,Silk Camisole,Tops,72.00,1,72.00
2025-03-09,Silk Scarf,Accessories,38.00,3,114.00
2025-03-09,Slip Dress - Black,Dresses,124.00,3,372.00
2025-03-09,Strappy Sandals,Shoes,88.00,2,176.00
2025-03-09,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-09,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-09,White Sneakers,Shoes,128.00,2,256.00
2025-03-09,Wide-Brim Straw Hat,Accessories,48.00,2,96.00
2025-03-09,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-09,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-09,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-09,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-10,Canvas Tote,Accessories,44.00,1,44.00
2025-03-10,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-10,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-10,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-10,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-10,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-10,Silk Scarf,Accessories,38.00,2,76.00
2025-03-10,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-10,White Sneakers,Shoes,128.00,1,128.00
2025-03-10,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-10,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-11,Canvas Tote,Accessories,44.00,3,132.00
2025-03-11,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-03-11,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-11,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-11,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-11,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-11,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-11,Silk Scarf,Accessories,38.00,1,38.00
2025-03-11,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-11,White Sneakers,Shoes,128.00,1,128.00
2025-03-11,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-12,Canvas Tote,Accessories,44.00,2,88.00
2025-03-12,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-03-12,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-03-12,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-12,Silk Scarf,Accessories,38.00,1,38.00
2025-03-12,White Sneakers,Shoes,128.00,1,128.00
2025-03-13,Canvas Tote,Accessories,44.00,3,132.00
2025-03-13,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-03-13,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-13,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-13,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-13,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-13,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-13,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-13,Silk Scarf,Accessories,38.00,2,76.00
2025-03-13,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-13,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-13,White Sneakers,Shoes,128.00,2,256.00
2025-03-13,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-13,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-13,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-13,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-14,Canvas Tote,Accessories,44.00,4,176.00
2025-03-14,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-14,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-14,Gold Hoop Earrings,Accessories,32.00,5,160.00
2025-03-14,High-Waist Jeans,Bottoms,118.00,2,236.00
2025-03-14,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-03-14,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-14,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-14,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-14,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-14,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-14,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-14,Silk Scarf,Accessories,38.00,2,76.00
2025-03-14,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-14,Strappy Sandals,Shoes,88.00,2,176.00
2025-03-14,White Sneakers,Shoes,128.00,1,128.00
2025-03-14,Wide-Brim Straw Hat,Accessories,48.00,2,96.00
2025-03-14,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-14,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-14,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-14,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-15,Canvas Tote,Accessories,44.00,4,176.00
2025-03-15,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-15,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-03-15,Floral Maxi Dress,Dresses,142.00,4,568.00
2025-03-15,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-03-15,High-Waist Jeans,Bottoms,118.00,3,354.00
2025-03-15,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-03-15,Linen Blouse - Black,Tops,58.00,4,232.00
2025-03-15,Linen Blouse - White,Tops,58.00,6,348.00
2025-03-15,Linen Shorts,Bottoms,52.00,6,312.00
2025-03-15,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-15,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-15,Silk Scarf,Accessories,38.00,2,76.00
2025-03-15,Slip Dress - Black,Dresses,124.00,2,248.00
2025-03-15,Strappy Sandals,Shoes,88.00,2,176.00
2025-03-15,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-15,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-15,White Sneakers,Shoes,128.00,3,384.00
2025-03-15,Wide-Brim Straw Hat,Accessories,48.00,3,144.00
2025-03-15,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-15,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-03-15,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-16,Canvas Tote,Accessories,44.00,5,220.00
2025-03-16,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-16,Cotton Tee - Cream,Tops,28.00,10,280.00
2025-03-16,Floral Maxi Dress,Dresses,142.00,6,852.00
2025-03-16,Gold Hoop Earrings,Accessories,32.00,7,224.00
2025-03-16,High-Waist Jeans,Bottoms,118.00,6,708.00
2025-03-16,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-03-16,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-16,Linen Blouse - Black,Tops,58.00,12,696.00
2025-03-16,Linen Blouse - White,Tops,58.00,8,464.00
2025-03-16,Linen Shorts,Bottoms,52.00,5,260.00
2025-03-16,Midi Skirt - Floral,Bottoms,74.00,2,148.00
2025-03-16,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-16,Silk Camisole,Tops,72.00,1,72.00
2025-03-16,Silk Scarf,Accessories,38.00,3,114.00
2025-03-16,Slip Dress - Black,Dresses,124.00,7,868.00
2025-03-16,Strappy Sandals,Shoes,88.00,2,176.00
2025-03-16,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-16,Trench Coat,Outerwear,220.00,1,220.00
2025-03-16,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-16,White Sneakers,Shoes,128.00,3,384.00
2025-03-16,Wide-Brim Straw Hat,Accessories,48.00,2,96.00
2025-03-16,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-16,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-03-16,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-16,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-16,Wrap Sweater - Sage,Tops,96.00,3,288.00
2025-03-17,Canvas Tote,Accessories,44.00,3,132.00
2025-03-17,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-17,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-03-17,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-17,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-17,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-17,Silk Scarf,Accessories,38.00,1,38.00
2025-03-17,White Sneakers,Shoes,128.00,1,128.00
2025-03-17,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-17,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-18,Canvas Tote,Accessories,44.00,3,132.00
2025-03-18,Cotton Tee - Cream,Tops,28.00,7,196.00
2025-03-18,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-03-18,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-18,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-18,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-18,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-18,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-18,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-18,Silk Scarf,Accessories,38.00,2,76.00
2025-03-18,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-18,White Sneakers,Shoes,128.00,1,128.00
2025-03-18,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-18,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-18,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-18,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-19,Canvas Tote,Accessories,44.00,2,88.00
2025-03-19,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-03-19,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-03-19,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-19,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-19,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-19,White Sneakers,Shoes,128.00,1,128.00
2025-03-19,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-19,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-19,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-20,Canvas Tote,Accessories,44.00,2,88.00
2025-03-20,Cotton Tee - Cream,Tops,28.00,1,28.00
2025-03-20,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-20,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-20,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-20,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-20,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-20,Silk Scarf,Accessories,38.00,1,38.00
2025-03-20,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-20,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-20,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-21,Canvas Tote,Accessories,44.00,5,220.00
2025-03-21,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-03-21,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-21,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-21,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-21,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-03-21,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-21,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-21,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-21,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-21,Midi Skirt - Floral,Bottoms,74.00,2,148.00
2025-03-21,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-21,Silk Scarf,Accessories,38.00,2,76.00
2025-03-21,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-21,Strappy Sandals,Shoes,88.00,2,176.00
2025-03-21,White Sneakers,Shoes,128.00,1,128.00
2025-03-21,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-21,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-21,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-21,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-21,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-22,Canvas Tote,Accessories,44.00,8,352.00
2025-03-22,Cotton Tee - Cream,Tops,28.00,9,252.00
2025-03-22,Floral Maxi Dress,Dresses,142.00,3,426.00
2025-03-22,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-03-22,High-Waist Jeans,Bottoms,118.00,4,472.00
2025-03-22,Leather Crossbody Bag,Accessories,134.00,5,670.00
2025-03-22,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-22,Linen Blouse - Black,Tops,58.00,7,406.00
2025-03-22,Linen Blouse - White,Tops,58.00,8,464.00
2025-03-22,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-22,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-22,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-22,Silk Camisole,Tops,72.00,1,72.00
2025-03-22,Silk Scarf,Accessories,38.00,2,76.00
2025-03-22,Slip Dress - Black,Dresses,124.00,4,496.00
2025-03-22,Strappy Sandals,Shoes,88.00,3,264.00
2025-03-22,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-22,Trench Coat,Outerwear,220.00,1,220.00
2025-03-22,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-22,White Sneakers,Shoes,128.00,2,256.00
2025-03-22,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-22,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-22,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-03-22,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-22,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-22,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-03-23,Canvas Tote,Accessories,44.00,6,264.00
2025-03-23,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-23,Cotton Tee - Cream,Tops,28.00,10,280.00
2025-03-23,Floral Maxi Dress,Dresses,142.00,8,1136.00
2025-03-23,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-03-23,High-Waist Jeans,Bottoms,118.00,4,472.00
2025-03-23,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-03-23,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-23,Linen Blouse - Black,Tops,58.00,8,464.00
2025-03-23,Linen Blouse - White,Tops,58.00,12,696.00
2025-03-23,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-23,Midi Skirt - Floral,Bottoms,74.00,3,222.00
2025-03-23,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-23,Silk Camisole,Tops,72.00,1,72.00
2025-03-23,Silk Scarf,Accessories,38.00,2,76.00
2025-03-23,Slip Dress - Black,Dresses,124.00,4,496.00
2025-03-23,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-23,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-23,Trench Coat,Outerwear,220.00,1,220.00
2025-03-23,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-23,White Sneakers,Shoes,128.00,3,384.00
2025-03-23,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-23,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-03-23,Wool Coat - Camel,Outerwear,285.00,2,570.00
2025-03-23,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-23,Wrap Sweater - Navy,Tops,96.00,3,288.00
2025-03-23,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-03-24,Canvas Tote,Accessories,44.00,1,44.00
2025-03-24,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-03-24,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-24,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-24,Linen Shorts,Bottoms,52.00,2,104.00
2025-03-24,Silk Scarf,Accessories,38.00,2,76.00
2025-03-24,White Sneakers,Shoes,128.00,1,128.00
2025-03-24,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-24,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-25,Canvas Tote,Accessories,44.00,2,88.00
2025-03-25,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-03-25,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-25,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-25,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-25,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-25,White Sneakers,Shoes,128.00,1,128.00
2025-03-25,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-25,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-26,Canvas Tote,Accessories,44.00,2,88.00
2025-03-26,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-03-26,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-26,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-26,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-26,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-26,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-26,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-26,Silk Scarf,Accessories,38.00,1,38.00
2025-03-26,White Sneakers,Shoes,128.00,1,128.00
2025-03-26,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-26,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-26,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-26,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-27,Canvas Tote,Accessories,44.00,2,88.00
2025-03-27,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-03-27,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-27,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-27,High-Waist Jeans,Bottoms,118.00,2,236.00
2025-03-27,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-03-27,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-27,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-27,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-27,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-27,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-27,Silk Scarf,Accessories,38.00,1,38.00
2025-03-27,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-27,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-27,White Sneakers,Shoes,128.00,1,128.00
2025-03-27,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-27,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-03-27,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-27,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-28,Canvas Tote,Accessories,44.00,4,176.00
2025-03-28,Cotton Tee - Cream,Tops,28.00,6,168.00
2025-03-28,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-03-28,Gold Hoop Earrings,Accessories,32.00,5,160.00
2025-03-28,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-28,Leather Crossbody Bag,Accessories,134.00,3,402.00
